               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  95,            0.025689,            0.016738,           0.0029803,             0.86318,             0.81362,             0.87075,             0.56374,            0.029191,            0.018394,            0.011136,            0.003796,            0.003796,            0.003796
                  96,            0.026605,            0.017118,           0.0026033,              0.8696,             0.82487,              0.8889,             0.57607,            0.028114,            0.017548,            0.010947,             0.00373,             0.00373,             0.00373
                  97,            0.025052,            0.016367,           0.0027068,             0.85769,             0.81789,              0.8889,             0.57327,            0.027609,            0.017196,            0.016347,            0.003664,            0.003664,            0.003664
                  98,            0.025265,            0.016574,           0.0028719,             0.87519,             0.82468,             0.88604,             0.57201,            0.028658,            0.017329,            0.017415,            0.003598,            0.003598,            0.003598
                  99,            0.025482,             0.01708,            0.002911,             0.87687,             0.82392,             0.88743,             0.57318,            0.027956,            0.017205,            0.015053,            0.003532,            0.003532,            0.003532
                 100,            0.025567,             0.01597,           0.0028418,             0.87079,             0.83071,             0.89552,             0.58033,            0.027375,            0.016756,            0.016211,            0.003466,            0.003466,            0.003466
                 101,            0.025368,            0.017133,           0.0025311,             0.87884,             0.84091,             0.89654,             0.58728,            0.027328,              0.0161,            0.013297,              0.0034,              0.0034,              0.0034
                 102,            0.024921,             0.01653,           0.0023097,              0.8485,             0.83006,             0.88838,             0.57018,            0.028122,            0.017418,            0.012006,            0.003334,            0.003334,            0.003334
                 103,            0.024534,            0.015789,           0.0022863,             0.86057,             0.84292,             0.89629,             0.57892,            0.027401,            0.017084,            0.011733,            0.003268,            0.003268,            0.003268
                 104,            0.024855,            0.016833,           0.0030531,             0.88292,             0.82796,             0.89272,             0.57911,            0.027721,             0.01749,            0.011841,            0.003202,            0.003202,            0.003202
                 105,            0.024511,            0.016219,           0.0025492,             0.88089,             0.84189,             0.88806,             0.57189,            0.027998,            0.017234,             0.01158,            0.003136,            0.003136,            0.003136
                 106,            0.024416,            0.017351,            0.002478,             0.87981,             0.82408,             0.88752,             0.57582,            0.027669,            0.017734,            0.011828,             0.00307,             0.00307,             0.00307
                 107,            0.024382,            0.016779,           0.0023757,             0.88252,             0.82852,             0.88409,             0.57904,            0.027088,            0.017933,            0.011981,            0.003004,            0.003004,            0.003004
                 108,            0.023623,            0.015707,           0.0020099,             0.88706,             0.81504,             0.87745,             0.57221,            0.027763,            0.018535,             0.01314,            0.002938,            0.002938,            0.002938
                 109,            0.024027,            0.016284,           0.0020197,             0.85669,             0.82843,             0.88048,             0.57415,            0.027386,            0.017981,             0.01314,            0.002872,            0.002872,            0.002872
                 110,            0.024024,            0.016023,           0.0020529,             0.87792,             0.80442,             0.88271,              0.5706,            0.027826,            0.017706,            0.013774,            0.002806,            0.002806,            0.002806
                 111,             0.02377,            0.016462,           0.0024761,             0.88051,             0.81622,             0.88318,             0.57382,             0.02792,            0.017678,            0.013605,             0.00274,             0.00274,             0.00274
                 112,            0.023905,             0.01614,           0.0022883,             0.87513,             0.82117,              0.8727,             0.57735,            0.027382,            0.017201,            0.020038,            0.002674,            0.002674,            0.002674
                 113,            0.024454,            0.016251,           0.0024941,             0.86717,             0.82045,             0.88304,             0.57926,            0.027458,            0.018068,            0.017831,            0.002608,            0.002608,            0.002608
                 114,            0.022775,            0.015245,           0.0020637,             0.87637,             0.81222,             0.88518,             0.57827,            0.027338,            0.016875,            0.015114,            0.002542,            0.002542,            0.002542
                 115,             0.02339,              0.0164,           0.0019921,             0.85516,             0.83219,             0.88928,              0.5723,            0.027144,            0.016919,            0.014035,            0.002476,            0.002476,            0.002476
                 116,            0.023784,             0.01631,           0.0022965,              0.8807,             0.81642,             0.88688,             0.57414,             0.02735,            0.017372,            0.012363,             0.00241,             0.00241,             0.00241
                 117,            0.023022,             0.01541,           0.0020671,             0.88027,             0.81379,             0.88425,             0.57531,            0.027568,            0.018083,            0.012897,            0.002344,            0.002344,            0.002344
                 118,             0.02331,            0.015676,           0.0020107,             0.87726,             0.81367,             0.87806,             0.56084,            0.027856,            0.019337,            0.013722,            0.002278,            0.002278,            0.002278
                 119,            0.023191,            0.016186,           0.0023701,             0.88135,             0.83208,             0.88486,             0.56834,             0.02736,            0.018663,            0.013739,            0.002212,            0.002212,            0.002212
                 120,            0.022775,            0.015793,           0.0020756,              0.8946,             0.82147,              0.8879,             0.57927,            0.027266,            0.017986,            0.014061,            0.002146,            0.002146,            0.002146
                 121,            0.023042,            0.015274,           0.0019379,             0.89231,             0.81104,               0.882,             0.56994,            0.026952,            0.017917,            0.015425,             0.00208,             0.00208,             0.00208
                 122,            0.023575,            0.015841,           0.0024521,             0.88559,             0.81965,             0.88416,             0.57428,              0.0269,            0.017141,            0.014194,            0.002014,            0.002014,            0.002014
                 123,            0.022704,            0.015952,           0.0022708,             0.88262,             0.83197,             0.88934,              0.5837,            0.026597,            0.017326,            0.016366,            0.001948,            0.001948,            0.001948
                 124,            0.022983,            0.016076,           0.0022836,             0.87947,             0.84674,             0.89008,             0.58589,            0.026509,            0.017615,            0.012916,            0.001882,            0.001882,            0.001882
                 125,            0.022965,            0.016182,           0.0024632,             0.87366,             0.82269,              0.8845,             0.57745,            0.026633,            0.016794,            0.013972,            0.001816,            0.001816,            0.001816
                 126,            0.022317,            0.015947,           0.0021826,             0.86463,             0.83326,              0.8852,              0.5757,            0.027283,            0.016712,            0.014225,             0.00175,             0.00175,             0.00175
                 127,            0.022245,            0.015198,           0.0017841,             0.86535,             0.82224,             0.88965,             0.57806,            0.026936,            0.017105,            0.014795,            0.001684,            0.001684,            0.001684
                 128,            0.021855,            0.015631,           0.0023574,             0.87424,             0.81329,             0.88135,             0.58445,            0.026377,            0.017386,            0.013764,            0.001618,            0.001618,            0.001618
                 129,            0.022197,            0.015164,           0.0017937,              0.8751,             0.80929,             0.88559,             0.58438,             0.02662,            0.017336,            0.016036,            0.001552,            0.001552,            0.001552
                 130,             0.02223,            0.015746,           0.0017748,             0.89541,             0.81515,             0.88641,              0.5796,            0.027331,            0.017437,            0.015541,            0.001486,            0.001486,            0.001486
                 131,            0.022603,            0.015659,           0.0019629,             0.87106,             0.83834,             0.88702,             0.57867,            0.026793,             0.01733,             0.01471,             0.00142,             0.00142,             0.00142
                 132,            0.021726,            0.015151,           0.0020151,             0.87751,             0.84336,             0.89088,             0.58328,            0.026561,            0.016991,            0.014252,            0.001354,            0.001354,            0.001354
