Timestamp,Filename,Violation Type,Confidence
20250506_213521,20250506_213521_20250506_213519_no-vest_conf0.78.jpg,no-vest,0.7844714522361755
20250506_213523,20250506_213523_20250506_213521_no-vest_conf0.80.jpg,no-vest,0.7978759407997131
20250506_213526,20250506_213526_20250506_213523_no-vest_conf0.80.jpg,no-vest,0.8009132146835327
20250506_213528,20250506_213528_20250506_213526_no-vest_conf0.80.jpg,no-vest,0.8009046912193298
20250506_213530,20250506_213530_20250506_213528_no-vest_conf0.81.jpg,no-vest,0.807174563407898
20250506_213532,20250506_213532_20250506_213530_no-vest_conf0.80.jpg,no-vest,0.8013993501663208
20250506_213535,20250506_213535_20250506_213533_no-vest_conf0.74.jpg,no-vest,0.735757052898407
20250506_213537,20250506_213537_20250506_213535_no-vest_conf0.80.jpg,no-vest,0.8034812211990356
20250506_213539,20250506_213539_20250506_213537_no-vest_conf0.64.jpg,no-vest,0.6427236795425415
20250506_213542,20250506_213542_20250506_213540_no-vest_conf0.82.jpg,no-vest,0.8151026368141174
20250506_213544,20250506_213544_20250506_213542_no-vest_conf0.50.jpg,no-vest,0.5001815557479858
20250506_213546,20250506_213546_20250506_213544_no-vest_conf0.52.jpg,no-vest,0.5225837230682373
20250506_213549,20250506_213549_20250506_213547_no-vest_conf0.60.jpg,no-vest,0.5988436341285706
20250506_213551,20250506_213551_20250506_213549_no-vest_conf0.78.jpg,no-vest,0.7752358913421631
20250506_213553,20250506_213553_20250506_213551_no-vest_conf0.84.jpg,no-vest,0.8373556137084961
20250506_213556,20250506_213556_20250506_213554_no-vest_conf0.83.jpg,no-vest,0.8306427001953125
20250506_213558,20250506_213558_20250506_213556_no-vest_conf0.83.jpg,no-vest,0.8301078677177429
20250506_213600,20250506_213600_20250506_213558_no-vest_conf0.83.jpg,no-vest,0.8262418508529663
20250506_213603,20250506_213603_20250506_213600_no-vest_conf0.83.jpg,no-vest,0.8287250995635986
20250506_213605,20250506_213605_20250506_213603_no-vest_conf0.88.jpg,no-vest,0.8766223788261414
20250506_213607,20250506_213607_20250506_213605_no-vest_conf0.87.jpg,no-vest,0.873193621635437
20250506_213609,20250506_213609_20250506_213607_no-vest_conf0.89.jpg,no-vest,0.8893094062805176
20250506_213612,20250506_213612_20250506_213610_no-vest_conf0.89.jpg,no-vest,0.8886216878890991
20250506_213614,20250506_213614_20250506_213612_no-vest_conf0.65.jpg,no-vest,0.6467462182044983
20250506_213616,20250506_213616_20250506_213614_no-vest_conf0.65.jpg,no-vest,0.6495645046234131
20250506_213619,20250506_213619_20250506_213617_no-vest_conf0.55.jpg,no-vest,0.545067548751831
20250506_213621,20250506_213621_20250506_213619_no-vest_conf0.56.jpg,no-vest,0.5584498643875122
20250506_213623,20250506_213623_20250506_213621_no-vest_conf0.54.jpg,no-vest,0.5387049317359924
20250506_213626,20250506_213626_20250506_213624_no-vest_conf0.71.jpg,no-vest,0.7057129144668579
20250506_213628,20250506_213628_20250506_213626_no-vest_conf0.66.jpg,no-vest,0.6581112742424011
20250506_213630,20250506_213630_20250506_213628_no-vest_conf0.54.jpg,no-vest,0.540419340133667
20250506_213633,20250506_213633_20250506_213631_no-vest_conf0.60.jpg,no-vest,0.6047308444976807
20250506_213635,20250506_213635_20250506_213633_no-vest_conf0.61.jpg,no-vest,0.6131016612052917
20250506_213637,20250506_213637_20250506_213635_no-vest_conf0.60.jpg,no-vest,0.5996904969215393
20250506_213640,20250506_213640_20250506_213638_no-vest_conf0.64.jpg,no-vest,0.644058108329773
20250506_213642,20250506_213642_20250506_213640_no-vest_conf0.80.jpg,no-vest,0.7994736433029175
20250506_213644,20250506_213644_20250506_213642_no-vest_conf0.83.jpg,no-vest,0.831416130065918
20250506_213647,20250506_213647_20250506_213644_no-vest_conf0.85.jpg,no-vest,0.8464113473892212
20250506_213649,20250506_213649_20250506_213647_no-vest_conf0.79.jpg,no-vest,0.7886099815368652
20250506_213651,20250506_213651_20250506_213649_no-vest_conf0.79.jpg,no-vest,0.78681880235672
20250506_213653,20250506_213653_20250506_213651_no-vest_conf0.76.jpg,no-vest,0.7580516934394836
20250506_213656,20250506_213656_20250506_213654_no-vest_conf0.68.jpg,no-vest,0.6753694415092468
20250506_213658,20250506_213658_20250506_213656_no-vest_conf0.64.jpg,no-vest,0.6358693242073059
20250506_213700,20250506_213700_20250506_213658_no-vest_conf0.80.jpg,no-vest,0.7979901432991028
20250506_213703,20250506_213703_20250506_213701_no-vest_conf0.76.jpg,no-vest,0.7627708911895752
20250506_213705,20250506_213705_20250506_213703_no-vest_conf0.77.jpg,no-vest,0.7692298889160156
20250506_213707,20250506_213707_20250506_213705_no-vest_conf0.74.jpg,no-vest,0.7433040738105774
20250506_213714,20250506_213714_20250506_213711_no-vest_conf0.60.jpg,no-vest,0.6015534996986389
20250506_213716,20250506_213716_20250506_213714_no-vest_conf0.87.jpg,no-vest,0.8723576664924622
20250506_213718,20250506_213718_20250506_213716_no-vest_conf0.90.jpg,no-vest,0.8999704122543335
20250506_213721,20250506_213721_20250506_213719_no-vest_conf0.83.jpg,no-vest,0.8338910937309265
20250506_213723,20250506_213723_20250506_213721_no-vest_conf0.83.jpg,no-vest,0.8257546424865723
20250506_213725,20250506_213725_20250506_213723_no-vest_conf0.81.jpg,no-vest,0.814251184463501
20250506_213728,20250506_213728_20250506_213726_no-vest_conf0.95.jpg,no-vest,0.9475967884063721
20250506_213730,20250506_213730_20250506_213728_no-vest_conf0.90.jpg,no-vest,0.9048988819122314
20250506_213732,20250506_213732_20250506_213730_no-vest_conf0.71.jpg,no-vest,0.708344578742981
20250506_213735,20250506_213735_20250506_213733_no-vest_conf0.51.jpg,no-vest,0.5087348818778992
20250506_213737,20250506_213737_20250506_213735_no-vest_conf0.82.jpg,no-vest,0.815838634967804
20250506_213739,20250506_213739_20250506_213737_no-vest_conf0.82.jpg,no-vest,0.822712779045105
20250506_213742,20250506_213742_20250506_213740_no-vest_conf0.82.jpg,no-vest,0.8169196844100952
20250506_213744,20250506_213744_20250506_213742_no-vest_conf0.91.jpg,no-vest,0.9068579077720642
20250506_213746,20250506_213746_20250506_213744_no-vest_conf0.83.jpg,no-vest,0.825555682182312
20250506_213749,20250506_213749_20250506_213747_no-vest_conf0.83.jpg,no-vest,0.8293492794036865
20250506_213751,20250506_213751_20250506_213749_no-vest_conf0.57.jpg,no-vest,0.5680333971977234
20250506_213753,20250506_213753_20250506_213751_no-vest_conf0.67.jpg,no-vest,0.6678097248077393
20250506_213756,20250506_213756_20250506_213754_no-vest_conf0.59.jpg,no-vest,0.5911159515380859
20250506_213758,20250506_213758_20250506_213756_no-vest_conf0.78.jpg,no-vest,0.7782686948776245
20250506_213801,20250506_213801_20250506_213758_no-vest_conf0.80.jpg,no-vest,0.8044496178627014
20250506_213803,20250506_213803_20250506_213801_no-vest_conf0.60.jpg,no-vest,0.5997591614723206
20250506_213805,20250506_213805_20250506_213803_no-vest_conf0.73.jpg,no-vest,0.7290290594100952
20250506_213808,20250506_213808_20250506_213805_no-vest_conf0.74.jpg,no-vest,0.7441173791885376
20250506_213810,20250506_213810_20250506_213808_no-vest_conf0.82.jpg,no-vest,0.8194972276687622
20250506_213812,20250506_213812_20250506_213810_no-vest_conf0.82.jpg,no-vest,0.8231804370880127
20250506_213815,20250506_213815_20250506_213813_no-vest_conf0.52.jpg,no-vest,0.5209949016571045
20250506_213818,20250506_213818_20250506_213816_no-vest_conf0.51.jpg,no-vest,0.5097984671592712
20250506_213820,20250506_213820_20250506_213818_no-vest_conf0.62.jpg,no-vest,0.6225330829620361
