               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,            0.029762,             0.02035,           0.0035285,             0.86095,             0.78077,             0.85145,             0.49242,            0.034406,            0.022444,            0.013296,            0.001783,            0.001783,            0.001783
                  85,            0.029135,            0.020243,           0.0032664,             0.86668,             0.79185,             0.85678,             0.49279,            0.034711,            0.022353,             0.01351,            0.001684,            0.001684,            0.001684
                  86,            0.029255,            0.019997,            0.003361,              0.8675,             0.80222,             0.84871,             0.48917,            0.034407,            0.022519,            0.012645,            0.001585,            0.001585,            0.001585
                  87,            0.029345,            0.020376,            0.003384,             0.87128,             0.79959,             0.85005,             0.49698,            0.034146,            0.022468,            0.013232,            0.001486,            0.001486,            0.001486
                  88,            0.029503,            0.020278,            0.003591,             0.85919,             0.80122,             0.84888,             0.48753,            0.034637,            0.022481,            0.013414,            0.001387,            0.001387,            0.001387
                  89,            0.028901,            0.019482,           0.0032846,             0.87243,             0.77946,             0.85571,             0.49027,            0.034481,              0.0226,            0.013533,            0.001288,            0.001288,            0.001288
                  90,            0.028795,             0.02027,           0.0032665,             0.84466,             0.79864,             0.85545,             0.49455,            0.034193,            0.022443,            0.013536,            0.001189,            0.001189,            0.001189
                  91,            0.029225,             0.02043,           0.0032659,               0.869,             0.79471,             0.84828,             0.48959,            0.034712,            0.022937,            0.013405,             0.00109,             0.00109,             0.00109
                  92,            0.028963,            0.020204,           0.0032852,             0.86298,             0.79971,             0.85347,             0.48976,            0.034175,            0.022583,            0.013575,            0.000991,            0.000991,            0.000991
                  93,            0.029089,            0.020849,            0.003466,             0.88958,             0.77407,             0.84832,             0.48859,            0.034274,            0.022707,             0.01353,            0.000892,            0.000892,            0.000892
                  94,            0.028578,            0.019689,           0.0030511,             0.87607,             0.77853,             0.85136,             0.49319,            0.033982,            0.022435,              0.0142,            0.000793,            0.000793,            0.000793
                  95,            0.028786,            0.019726,           0.0031577,             0.85375,             0.79974,             0.84998,             0.48786,            0.034516,            0.022558,            0.014102,            0.000694,            0.000694,            0.000694
                  96,            0.028868,            0.019758,           0.0033918,             0.86935,             0.78531,               0.852,             0.49219,            0.034347,            0.022433,            0.014703,            0.000595,            0.000595,            0.000595
                  97,             0.02823,            0.019559,           0.0031354,              0.8565,             0.80113,             0.84898,             0.49381,            0.034135,             0.02245,            0.014025,            0.000496,            0.000496,            0.000496
                  98,            0.028278,            0.020258,           0.0030986,             0.86955,             0.79192,             0.85064,             0.49285,            0.034294,            0.022385,            0.013945,            0.000397,            0.000397,            0.000397
                  99,            0.028279,            0.019931,            0.003205,              0.8615,             0.79277,             0.84958,             0.49161,            0.034031,            0.022338,            0.014414,            0.000298,            0.000298,            0.000298
